capture_index,commit,acquired_at_utc,acquired_at_local,source_time_local,source_fetched_at_utc,source_sha256,source_git_url,valid_votes_zweit,reported_precincts,total_precincts,AfD_votes,AfD_percent,BSW_votes,BSW_percent,CDU_votes,CDU_percent,Die Linke_votes,Die Linke_percent,GRÜNE_votes,GRÜNE_percent,SPD_votes,SPD_percent,frame_start,frame_count,movie_start_seconds,movie_duration_seconds,image,source_local_file
83,55559785f9f6171e1ab5d3e50086665100128973,2026-09-06T22:34:42.762130+00:00,2026-09-07T00:34:42.762130+02:00,07.09.2026 00:26:15,2026-09-06T22:34:40.241859+00:00,2ee82dfdb9f6368ba59bf0754ee679f72b320b5e652488bbaacf426cf7290c3c,https://github.com/volzinnovation/wahl-monitor.de/blob/55559785f9f6171e1ab5d3e50086665100128973/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1278508,2625,2660,565007,44.19268397225516,67054,5.244707111727107,218099,17.05886861873371,108674,8.500064137259994,113722,8.894899367074746,117832,9.216367828750387,1231,18,49.24,0.72,frames/capture-083.png,
84,937eaa10aa40ba789d0dd62ff5de859dc6ef9e86,2026-09-06T22:40:08.798418+00:00,2026-09-07T00:40:08.798418+02:00,07.09.2026 00:26:15,2026-09-06T22:40:08.521897+00:00,1618c049cf721dbf125e527b657a563441e0fae5954cbffb04d668b1f936a462,https://github.com/volzinnovation/wahl-monitor.de/blob/937eaa10aa40ba789d0dd62ff5de859dc6ef9e86/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1283341,2630,2660,566351,44.13098311360737,67407,5.252462128148325,219352,17.092261526749322,109170,8.506702427491991,114124,8.892726095402548,118419,9.227399420730734,1249,18,49.96,0.72,frames/capture-084.png,
85,55f50c51b9dfac63ad15cb2b7b2ff314eefdf062,2026-09-06T22:45:41.299801+00:00,2026-09-07T00:45:41.299801+02:00,07.09.2026 00:26:15,2026-09-06T22:45:41.023094+00:00,7c8794325bea0109391d4f5fdb9dd9ee16ffca96b2fd1955fcbfc6591938c0bc,https://github.com/volzinnovation/wahl-monitor.de/blob/55f50c51b9dfac63ad15cb2b7b2ff314eefdf062/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1285849,2633,2660,567025,44.097324024827174,67539,5.2524829898378425,219845,17.097264142212655,109405,8.50838628797005,114401,8.896923355697286,118924,9.248675388789819,1267,18,50.68,0.72,frames/capture-085.png,
86,8822e360c1ca7656105447c8bc3f1cad88d4599a,2026-09-06T22:51:09.962028+00:00,2026-09-07T00:51:09.962028+02:00,07.09.2026 00:26:15,2026-09-06T22:51:09.686771+00:00,162acc291b60748114511393954c20e72b61d02b6d9ba4922476fd9beb889a63,https://github.com/volzinnovation/wahl-monitor.de/blob/8822e360c1ca7656105447c8bc3f1cad88d4599a/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1286284,2634,2661,567253,44.10013651728545,67558,5.252183810107255,219910,17.096535446293352,109437,8.507996678804991,114420,8.895391686439387,118958,9.248190912737778,1285,19,51.4,0.76,frames/capture-086.png,
87,d392f3aa45188537435b134da248291ee3b251da,2026-09-06T22:56:41.772010+00:00,2026-09-07T00:56:41.772010+02:00,07.09.2026 00:26:15,2026-09-06T22:56:41.499548+00:00,3974ad3f5d3f9713e211ca0b02acf0a3f6d26e69bddd1855957086468aacd783,https://github.com/volzinnovation/wahl-monitor.de/blob/d392f3aa45188537435b134da248291ee3b251da/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1290494,2636,2661,568497,44.05266510344101,67826,5.255816764742804,220981,17.123752609465832,109980,8.522317810078931,114746,8.891633746456783,119405,9.252658284346925,1304,18,52.16,0.72,frames/capture-087.png,
88,f0e039a4c6748d88da9d05ef91a0e73ba7769e47,2026-09-06T23:02:18.345931+00:00,2026-09-07T01:02:18.345931+02:00,07.09.2026 00:26:15,2026-09-06T23:02:18.073911+00:00,3974ad3f5d3f9713e211ca0b02acf0a3f6d26e69bddd1855957086468aacd783,https://github.com/volzinnovation/wahl-monitor.de/blob/f0e039a4c6748d88da9d05ef91a0e73ba7769e47/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1290494,2636,2661,568497,44.05266510344101,67826,5.255816764742804,220981,17.123752609465832,109980,8.522317810078931,114746,8.891633746456783,119405,9.252658284346925,1322,14,52.88,0.56,frames/capture-088.png,
89,de6e18da04147254559b5376f3e873e2878703a5,2026-09-06T23:06:32.483659+00:00,2026-09-07T01:06:32.483659+02:00,07.09.2026 00:26:15,2026-09-06T23:06:32.204326+00:00,d1c4992cac21680e54b4b1ca2ba45655bdc683d8318cf07098db7d3a63f70971,https://github.com/volzinnovation/wahl-monitor.de/blob/de6e18da04147254559b5376f3e873e2878703a5/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1293643,2640,2661,569930,44.056204068665004,67978,5.254772761882529,221627,17.132006279939674,110272,8.524144605582839,114898,8.881739397963734,119657,9.24961523387828,1336,5,53.44,0.2,frames/capture-089.png,
90,715c54bcb2243f74500ff4a0402f11afa6144451,2026-09-06T23:07:51.124764+00:00,2026-09-07T01:07:51.124764+02:00,07.09.2026 00:26:15,2026-09-06T23:07:50.849402+00:00,d1c4992cac21680e54b4b1ca2ba45655bdc683d8318cf07098db7d3a63f70971,https://github.com/volzinnovation/wahl-monitor.de/blob/715c54bcb2243f74500ff4a0402f11afa6144451/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1293643,2640,2661,569930,44.056204068665004,67978,5.254772761882529,221627,17.132006279939674,110272,8.524144605582839,114898,8.881739397963734,119657,9.24961523387828,1341,18,53.64,0.72,frames/capture-090.png,
91,05d78ff673683dc0b1b9c2107f5d29c048ab7a62,2026-09-06T23:13:15.729526+00:00,2026-09-07T01:13:15.729526+02:00,07.09.2026 00:26:15,2026-09-06T23:13:15.457886+00:00,d1c4992cac21680e54b4b1ca2ba45655bdc683d8318cf07098db7d3a63f70971,https://github.com/volzinnovation/wahl-monitor.de/blob/05d78ff673683dc0b1b9c2107f5d29c048ab7a62/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1293643,2640,2661,569930,44.056204068665004,67978,5.254772761882529,221627,17.132006279939674,110272,8.524144605582839,114898,8.881739397963734,119657,9.24961523387828,1359,20,54.36,0.8,frames/capture-091.png,
92,6f696fc60d1704777b168dcdd443bee1b6263531,2026-09-06T23:19:13.061487+00:00,2026-09-07T01:19:13.061487+02:00,07.09.2026 01:07:56,2026-09-06T23:19:12.788756+00:00,59143f3d1c79c487d2750e667cdaed0c271b2d0002d67d4edd3be65d671517be,https://github.com/volzinnovation/wahl-monitor.de/blob/6f696fc60d1704777b168dcdd443bee1b6263531/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1297904,2643,2661,571031,43.9963972682109,68232,5.257091433572899,222674,17.15643067592056,110749,8.532911525043454,115354,8.887714345591045,120178,9.259390525031128,1379,18,55.16,0.72,frames/capture-092.png,
93,c028440b2623981f266dbd91b4c7de7078094fb3,2026-09-06T23:24:38.623245+00:00,2026-09-07T01:24:38.623245+02:00,07.09.2026 01:07:56,2026-09-06T23:24:38.354243+00:00,59143f3d1c79c487d2750e667cdaed0c271b2d0002d67d4edd3be65d671517be,https://github.com/volzinnovation/wahl-monitor.de/blob/c028440b2623981f266dbd91b4c7de7078094fb3/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1297904,2643,2661,571031,43.9963972682109,68232,5.257091433572899,222674,17.15643067592056,110749,8.532911525043454,115354,8.887714345591045,120178,9.259390525031128,1397,18,55.88,0.72,frames/capture-093.png,
94,07a1346adb428e33a9e33d16b1bb1e28996e5eba,2026-09-06T23:30:16.502522+00:00,2026-09-07T01:30:16.502522+02:00,07.09.2026 01:07:56,2026-09-06T23:30:16.235328+00:00,da69862de77e7c36b6937a4ee2b4c374ddb54f31253618c936ce433dcbfc48b4,https://github.com/volzinnovation/wahl-monitor.de/blob/07a1346adb428e33a9e33d16b1bb1e28996e5eba/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1301535,2647,2661,571732,43.92751635568771,68387,5.254334305262632,223135,17.143987676090156,111252,8.54775322984015,116341,8.938753087700292,120722,9.275355637766175,1415,18,56.6,0.72,frames/capture-094.png,
95,6d75934502166fbd421bf911a1d5286c2334734b,2026-09-06T23:35:37.397508+00:00,2026-09-07T01:35:37.397508+02:00,07.09.2026 01:07:56,2026-09-06T23:35:37.127614+00:00,da69862de77e7c36b6937a4ee2b4c374ddb54f31253618c936ce433dcbfc48b4,https://github.com/volzinnovation/wahl-monitor.de/blob/6d75934502166fbd421bf911a1d5286c2334734b/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1301535,2647,2661,571732,43.92751635568771,68387,5.254334305262632,223135,17.143987676090156,111252,8.54775322984015,116341,8.938753087700292,120722,9.275355637766175,1433,19,57.32,0.76,frames/capture-095.png,
96,7e7e56d65d3b272ebf27bba4a013845796eea5be,2026-09-06T23:41:10.903244+00:00,2026-09-07T01:41:10.903244+02:00,07.09.2026 01:31:47,2026-09-06T23:41:10.634120+00:00,2936cb229d5757f0cfdd3f6eac34a7305fc26a3fd78cadd09736df09d6473b36,https://github.com/volzinnovation/wahl-monitor.de/blob/7e7e56d65d3b272ebf27bba4a013845796eea5be/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1305206,2652,2661,572834,43.888397693544164,68646,5.259399665646649,224047,17.165642818068566,111667,8.55550771295872,116599,8.933379098778277,121191,9.285200956783834,1452,18,58.08,0.72,frames/capture-096.png,
97,8498858d5feb8fd3e85f08ed011bc269ae59a984,2026-09-06T23:46:41.804432+00:00,2026-09-07T01:46:41.804432+02:00,07.09.2026 01:31:47,2026-09-06T23:46:40.950700+00:00,2936cb229d5757f0cfdd3f6eac34a7305fc26a3fd78cadd09736df09d6473b36,https://github.com/volzinnovation/wahl-monitor.de/blob/8498858d5feb8fd3e85f08ed011bc269ae59a984/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1305206,2652,2661,572834,43.888397693544164,68646,5.259399665646649,224047,17.165642818068566,111667,8.55550771295872,116599,8.933379098778277,121191,9.285200956783834,1470,18,58.8,0.72,frames/capture-097.png,
98,b91a617a4db6dda78f75a03ea2f293889c1763ea,2026-09-06T23:52:10.207428+00:00,2026-09-07T01:52:10.207428+02:00,07.09.2026 01:31:47,2026-09-06T23:52:09.928753+00:00,0fc77858ca40906ab7faf23bdbbb551b76806014f4d980ea920df04c1b86a460,https://github.com/volzinnovation/wahl-monitor.de/blob/b91a617a4db6dda78f75a03ea2f293889c1763ea/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1307090,2654,2661,573360,43.86538034871356,68787,5.262606247465745,224490,17.174792860476327,111869,8.558630239692752,116769,8.933508786694107,121419,9.2892608772158,1488,18,59.52,0.72,frames/capture-098.png,
99,bcef1b09bad690c72a89f6812b476fb7df5269ce,2026-09-06T23:57:40.558068+00:00,2026-09-07T01:57:40.558068+02:00,07.09.2026 01:31:47,2026-09-06T23:57:40.272000+00:00,0fc77858ca40906ab7faf23bdbbb551b76806014f4d980ea920df04c1b86a460,https://github.com/volzinnovation/wahl-monitor.de/blob/bcef1b09bad690c72a89f6812b476fb7df5269ce/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1307090,2654,2661,573360,43.86538034871356,68787,5.262606247465745,224490,17.174792860476327,111869,8.558630239692752,116769,8.933508786694107,121419,9.2892608772158,1506,19,60.24,0.76,frames/capture-099.png,
100,d7cec4116047ffe4e392c29511dcafc9c92d55c8,2026-09-07T00:03:11.796077+00:00,2026-09-07T02:03:11.796077+02:00,07.09.2026 01:31:47,2026-09-07T00:03:11.525865+00:00,d228e70812751a466edb1b556591bcb3b671f10db669096a470f960feac12ff6,https://github.com/volzinnovation/wahl-monitor.de/blob/d7cec4116047ffe4e392c29511dcafc9c92d55c8/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1312207,2659,2661,575251,43.83843402755815,69064,5.263193993020918,225797,17.20742230456018,112277,8.556348198112035,117167,8.929002817390854,121874,9.287711466254944,1525,18,61.0,0.72,frames/capture-100.png,
101,739249fb5c4ac52a25b317ffcc106346114a3646,2026-09-07T00:08:48.990549+00:00,2026-09-07T02:08:48.990549+02:00,07.09.2026 01:31:47,2026-09-07T00:08:48.765940+00:00,fcbf0a56bce4dbffb1b3d17e44bceb8dbca4675e55eda7b0e3489f64d300ceaf,https://github.com/volzinnovation/wahl-monitor.de/blob/739249fb5c4ac52a25b317ffcc106346114a3646/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1313802,2660,2661,575664,43.816648170728925,69143,5.262817380396742,226221,17.218804660062933,112395,8.554942068896226,117376,8.93407073516405,122092,9.293028934344749,1543,18,61.72,0.72,frames/capture-101.png,
102,69415c518f0d6a96ae444faa9ab2187f8a70c5c1,2026-09-07T00:14:07.305816+00:00,2026-09-07T02:14:07.305816+02:00,07.09.2026 01:31:47,2026-09-07T00:14:07.136333+00:00,fcbf0a56bce4dbffb1b3d17e44bceb8dbca4675e55eda7b0e3489f64d300ceaf,https://github.com/volzinnovation/wahl-monitor.de/blob/69415c518f0d6a96ae444faa9ab2187f8a70c5c1/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1313802,2660,2661,575664,43.816648170728925,69143,5.262817380396742,226221,17.218804660062933,112395,8.554942068896226,117376,8.93407073516405,122092,9.293028934344749,1561,19,62.44,0.76,frames/capture-102.png,
103,201265d214f64fa7b1251637a7d7b5cb4fb06ddb,2026-09-07T00:19:45.706317+00:00,2026-09-07T02:19:45.706317+02:00,07.09.2026 01:31:47,2026-09-07T00:19:45.434652+00:00,fcbf0a56bce4dbffb1b3d17e44bceb8dbca4675e55eda7b0e3489f64d300ceaf,https://github.com/volzinnovation/wahl-monitor.de/blob/201265d214f64fa7b1251637a7d7b5cb4fb06ddb/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1313802,2660,2661,575664,43.816648170728925,69143,5.262817380396742,226221,17.218804660062933,112395,8.554942068896226,117376,8.93407073516405,122092,9.293028934344749,1580,18,63.2,0.72,frames/capture-103.png,
104,2b142744513c0993081dd93ee0d7e224bfea52a0,2026-09-07T00:25:08.143447+00:00,2026-09-07T02:25:08.143447+02:00,07.09.2026 01:31:47,2026-09-07T00:25:07.875262+00:00,fcbf0a56bce4dbffb1b3d17e44bceb8dbca4675e55eda7b0e3489f64d300ceaf,https://github.com/volzinnovation/wahl-monitor.de/blob/2b142744513c0993081dd93ee0d7e224bfea52a0/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1313802,2660,2661,575664,43.816648170728925,69143,5.262817380396742,226221,17.218804660062933,112395,8.554942068896226,117376,8.93407073516405,122092,9.293028934344749,1598,18,63.92,0.72,frames/capture-104.png,
105,15bbe27c9563dce6bfe8be234223af362294d8ed,2026-09-07T00:30:43.698572+00:00,2026-09-07T02:30:43.698572+02:00,07.09.2026 01:31:47,2026-09-07T00:30:43.455469+00:00,fcbf0a56bce4dbffb1b3d17e44bceb8dbca4675e55eda7b0e3489f64d300ceaf,https://github.com/volzinnovation/wahl-monitor.de/blob/15bbe27c9563dce6bfe8be234223af362294d8ed/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1313802,2660,2661,575664,43.816648170728925,69143,5.262817380396742,226221,17.218804660062933,112395,8.554942068896226,117376,8.93407073516405,122092,9.293028934344749,1616,18,64.64,0.72,frames/capture-105.png,
106,a0b3033d72c6cffa6ea4747066e1ce0526d1fd6d,2026-09-07T00:36:11.050678+00:00,2026-09-07T02:36:11.050678+02:00,07.09.2026 01:31:47,2026-09-07T00:36:10.866569+00:00,fcbf0a56bce4dbffb1b3d17e44bceb8dbca4675e55eda7b0e3489f64d300ceaf,https://github.com/volzinnovation/wahl-monitor.de/blob/a0b3033d72c6cffa6ea4747066e1ce0526d1fd6d/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1313802,2660,2661,575664,43.816648170728925,69143,5.262817380396742,226221,17.218804660062933,112395,8.554942068896226,117376,8.93407073516405,122092,9.293028934344749,1634,19,65.36,0.76,frames/capture-106.png,
107,9c94c34ce853ebe548dbf86dec1934b52de756a0,2026-09-07T00:41:42.149943+00:00,2026-09-07T02:41:42.149943+02:00,07.09.2026 01:31:47,2026-09-07T00:41:41.871687+00:00,fcbf0a56bce4dbffb1b3d17e44bceb8dbca4675e55eda7b0e3489f64d300ceaf,https://github.com/volzinnovation/wahl-monitor.de/blob/9c94c34ce853ebe548dbf86dec1934b52de756a0/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1313802,2660,2661,575664,43.816648170728925,69143,5.262817380396742,226221,17.218804660062933,112395,8.554942068896226,117376,8.93407073516405,122092,9.293028934344749,1653,18,66.12,0.72,frames/capture-107.png,
108,cd1b4ecaadee0e57a828280886a4aa4decaa8819,2026-09-07T00:47:13.483392+00:00,2026-09-07T02:47:13.483392+02:00,07.09.2026 01:31:47,2026-09-07T00:47:13.212178+00:00,fcbf0a56bce4dbffb1b3d17e44bceb8dbca4675e55eda7b0e3489f64d300ceaf,https://github.com/volzinnovation/wahl-monitor.de/blob/cd1b4ecaadee0e57a828280886a4aa4decaa8819/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1313802,2660,2661,575664,43.816648170728925,69143,5.262817380396742,226221,17.218804660062933,112395,8.554942068896226,117376,8.93407073516405,122092,9.293028934344749,1671,19,66.84,0.76,frames/capture-108.png,
109,6c43afa2c3016cfd0a5c34a85931ab1524ee9154,2026-09-07T00:52:57.842967+00:00,2026-09-07T02:52:57.842967+02:00,07.09.2026 01:31:47,2026-09-07T00:52:57.629942+00:00,fcbf0a56bce4dbffb1b3d17e44bceb8dbca4675e55eda7b0e3489f64d300ceaf,https://github.com/volzinnovation/wahl-monitor.de/blob/6c43afa2c3016cfd0a5c34a85931ab1524ee9154/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1313802,2660,2661,575664,43.816648170728925,69143,5.262817380396742,226221,17.218804660062933,112395,8.554942068896226,117376,8.93407073516405,122092,9.293028934344749,1690,5,67.6,0.2,frames/capture-109.png,
110,2ee3d34c30b88c03859abb0c9b1541e495ead438,2026-09-07T00:54:26.700701+00:00,2026-09-07T02:54:26.700701+02:00,07.09.2026 01:31:47,2026-09-07T00:54:26.421314+00:00,fcbf0a56bce4dbffb1b3d17e44bceb8dbca4675e55eda7b0e3489f64d300ceaf,https://github.com/volzinnovation/wahl-monitor.de/blob/2ee3d34c30b88c03859abb0c9b1541e495ead438/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1313802,2660,2661,575664,43.816648170728925,69143,5.262817380396742,226221,17.218804660062933,112395,8.554942068896226,117376,8.93407073516405,122092,9.293028934344749,1695,14,67.8,0.56,frames/capture-110.png,
111,65d2b1d09ce51b8d2f8e2f46658804051f529f95,2026-09-07T00:58:40.357602+00:00,2026-09-07T02:58:40.357602+02:00,07.09.2026 01:31:47,2026-09-07T00:58:40.087963+00:00,fcbf0a56bce4dbffb1b3d17e44bceb8dbca4675e55eda7b0e3489f64d300ceaf,https://github.com/volzinnovation/wahl-monitor.de/blob/65d2b1d09ce51b8d2f8e2f46658804051f529f95/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1313802,2660,2661,575664,43.816648170728925,69143,5.262817380396742,226221,17.218804660062933,112395,8.554942068896226,117376,8.93407073516405,122092,9.293028934344749,1709,18,68.36,0.72,frames/capture-111.png,
112,6ac9b700edc38b17e23c4e85b0f2928530e2a69f,2026-09-07T01:04:09.391314+00:00,2026-09-07T03:04:09.391314+02:00,07.09.2026 01:31:47,2026-09-07T01:04:09.117014+00:00,fcbf0a56bce4dbffb1b3d17e44bceb8dbca4675e55eda7b0e3489f64d300ceaf,https://github.com/volzinnovation/wahl-monitor.de/blob/6ac9b700edc38b17e23c4e85b0f2928530e2a69f/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1313802,2660,2661,575664,43.816648170728925,69143,5.262817380396742,226221,17.218804660062933,112395,8.554942068896226,117376,8.93407073516405,122092,9.293028934344749,1727,7,69.08,0.28,frames/capture-112.png,
113,14bbd628facaffd1aa484eae168078c61c198f89,2026-09-07T01:06:04.445789+00:00,2026-09-07T03:06:04.445789+02:00,07.09.2026 01:31:47,2026-09-07T01:06:04.242227+00:00,fcbf0a56bce4dbffb1b3d17e44bceb8dbca4675e55eda7b0e3489f64d300ceaf,https://github.com/volzinnovation/wahl-monitor.de/blob/14bbd628facaffd1aa484eae168078c61c198f89/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1313802,2660,2661,575664,43.816648170728925,69143,5.262817380396742,226221,17.218804660062933,112395,8.554942068896226,117376,8.93407073516405,122092,9.293028934344749,1734,13,69.36,0.52,frames/capture-113.png,
114,23377a96d918a4b77f71dbabbf9c385f78334126,2026-09-07T01:10:10.827443+00:00,2026-09-07T03:10:10.827443+02:00,07.09.2026 01:31:47,2026-09-07T01:10:10.550852+00:00,fcbf0a56bce4dbffb1b3d17e44bceb8dbca4675e55eda7b0e3489f64d300ceaf,https://github.com/volzinnovation/wahl-monitor.de/blob/23377a96d918a4b77f71dbabbf9c385f78334126/data/2026-lsa/latest/official_sources/9fce65bb2d3229ca.csv,1313802,2660,2661,575664,43.816648170728925,69143,5.262817380396742,226221,17.218804660062933,112395,8.554942068896226,117376,8.93407073516405,122092,9.293028934344749,1747,178,69.88,7.12,frames/capture-114.png,
115,,2026-09-07T02:03:35.345090+00:00,2026-09-07T04:03:35.345090+02:00,07.09.2026,2026-09-07T02:03:29.644574+00:00,83cc8ec51b5e8d0ba1017934a273f7155597495731bc0713a1d7f52cc125e7ec,,1315315,,,576037,43.794604334322955,69291,5.268015646442107,226622,17.22948495227379,112541,8.556201366212656,117498,8.93306926477688,122303,9.298380996187225,1925,75,77.0,3.0,frames/capture-115.png,additional_sources/20260907T020328.446381Z/9fce65bb2d3229ca.csv
