ags,municipality_name,source,fragment_count,wahlkreis_count,wahlkreis_ids
14301270,Neunkhausen,official-state-portal-2021-tree,1,1,105
14301277,Nisterau,official-state-portal-2021-tree,1,1,105
14301279,Nistertal,official-state-portal-2021-tree,1,1,105
14301280,Norken,official-state-portal-2021-tree,1,1,105
14301297,Stockhausen-Illfurth,official-state-portal-2021-tree,1,1,105
14301300,Unnau,official-state-portal-2021-tree,1,1,105
14302202,Alpenrod,official-state-portal-2021-tree,1,1,105
14302204,Astert,official-state-portal-2021-tree,1,1,105
14302205,Atzelgift,official-state-portal-2021-tree,1,1,105
14302212,Borod,official-state-portal-2021-tree,1,1,105
14302215,Dreifelden,official-state-portal-2021-tree,1,1,105
14302223,Gehlert,official-state-portal-2021-tree,1,1,105
14302225,Giesenhausen,official-state-portal-2021-tree,1,1,105
14302229,Hachenburg,official-state-portal-2021-tree,1,1,105
14302235,Hattert,official-state-portal-2021-tree,1,1,105
14302236,Heimborn,official-state-portal-2021-tree,1,1,105
14302240,Heuzert,official-state-portal-2021-tree,1,1,105
14302241,Höchstenbach,official-state-portal-2021-tree,1,1,105
14302250,Kroppach,official-state-portal-2021-tree,1,1,105
14302252,Kundert,official-state-portal-2021-tree,1,1,105
14302257,Limbach,official-state-portal-2021-tree,1,1,105
14302258,Linden,official-state-portal-2021-tree,1,1,105
14302259,Lochum,official-state-portal-2021-tree,1,1,105
14302260,Luckenbach,official-state-portal-2021-tree,1,1,105
14302261,Marzhausen,official-state-portal-2021-tree,1,1,105
14302262,Merkelbach,official-state-portal-2021-tree,1,1,105
14302265,Mörsbach,official-state-portal-2021-tree,1,1,105
14302267,Mudenbach,official-state-portal-2021-tree,1,1,105
14302268,Mündersbach,official-state-portal-2021-tree,1,1,105
14302269,Müschenbach,official-state-portal-2021-tree,1,1,105
14302276,Nister,official-state-portal-2021-tree,1,1,105
14302287,Roßbach,official-state-portal-2021-tree,1,1,105
14302294,Steinebach an der Wied,official-state-portal-2021-tree,1,1,105
14302296,Stein-Wingert,official-state-portal-2021-tree,1,1,105
14302299,Streithausen,official-state-portal-2021-tree,1,1,105
14302301,Wahlrod,official-state-portal-2021-tree,1,1,105
14302306,Welkenbach,official-state-portal-2021-tree,1,1,105
14302310,Wied,official-state-portal-2021-tree,1,1,105
14302313,Winkelbach,official-state-portal-2021-tree,1,1,105
14303030,Hilgert,official-state-portal-2021-tree,1,1,110
14303031,Hillscheid,official-state-portal-2021-tree,1,1,110
14303032,Höhr-Grenzhausen,official-state-portal-2021-tree,1,1,110
14303040,Kammerforst,official-state-portal-2021-tree,1,1,110
14304005,Boden,official-state-portal-2021-tree,1,1,106
14304008,Daubach,official-state-portal-2021-tree,1,1,106
14304013,Eitelborn,official-state-portal-2021-tree,1,1,106
14304020,Gackenbach,official-state-portal-2021-tree,1,1,106
14304021,Girod,official-state-portal-2021-tree,1,1,106
14304023,Görgeshausen,official-state-portal-2021-tree,1,1,106
14304024,Großholbach,official-state-portal-2021-tree,1,1,106
14304026,Heilberscheid,official-state-portal-2021-tree,1,1,106
14304027,Heiligenroth,official-state-portal-2021-tree,1,1,106
14304033,Holler,official-state-portal-2021-tree,1,1,106
14304034,Horbach,official-state-portal-2021-tree,1,1,106
14304036,Hübingen,official-state-portal-2021-tree,1,1,106
14304039,Kadenbach,official-state-portal-2021-tree,1,1,106
14304048,Montabaur,official-state-portal-2021-tree,1,1,106
14304051,Nentershausen,official-state-portal-2021-tree,1,1,106
14304052,Neuhäusel,official-state-portal-2021-tree,1,1,106
14304053,Niederelbert,official-state-portal-2021-tree,1,1,106
14304054,Niedererbach,official-state-portal-2021-tree,1,1,106
14304055,Nomborn,official-state-portal-2021-tree,1,1,106
14304057,Oberelbert,official-state-portal-2021-tree,1,1,106
14304065,Ruppach-Goldhausen,official-state-portal-2021-tree,1,1,106
14304071,Simmern,official-state-portal-2021-tree,1,1,106
14304072,Stahlhofen,official-state-portal-2021-tree,1,1,106
14304077,Untershausen,official-state-portal-2021-tree,1,1,106
14304079,Welschneudorf,official-state-portal-2021-tree,1,1,106
14305001,Alsbach,official-state-portal-2021-tree,1,1,106
14305006,Breitenau,official-state-portal-2021-tree,1,1,106
14305007,Caan,official-state-portal-2021-tree,1,1,106
14305009,Deesen,official-state-portal-2021-tree,1,1,106
14305038,Hundsdorf,official-state-portal-2021-tree,1,1,106
14305050,Nauort,official-state-portal-2021-tree,1,1,106
14305059,Oberhaid,official-state-portal-2021-tree,1,1,106
14305062,Ransbach-Baumbach,official-state-portal-2021-tree,1,1,106
14305068,Sessenbach,official-state-portal-2021-tree,1,1,106
14305082,Wirscheid,official-state-portal-2021-tree,1,1,106
14305084,Wittgert,official-state-portal-2021-tree,1,1,106
14306214,Bretthausen,official-state-portal-2021-tree,1,1,101
14306218,Elsoff (Westerwald),official-state-portal-2021-tree,1,1,101
14306237,Hellenhahn-Schellenberg,official-state-portal-2021-tree,1,1,101
14306244,Homberg,official-state-portal-2021-tree,1,1,101
14306245,Hüblingen,official-state-portal-2021-tree,1,1,101
14306246,Irmtraut,official-state-portal-2021-tree,1,1,101
14306256,Liebenscheid,official-state-portal-2021-tree,1,1,101
14306271,Neunkirchen,official-state-portal-2021-tree,1,1,101
14306272,Neustadt (Westerwald),official-state-portal-2021-tree,1,1,101
14306274,Niederroßbach,official-state-portal-2021-tree,1,1,101
14306278,Nister-Möhrendorf,official-state-portal-2021-tree,1,1,101
14306282,Oberrod,official-state-portal-2021-tree,1,1,101
14306283,Oberroßbach,official-state-portal-2021-tree,1,1,101
14306285,Rehe,official-state-portal-2021-tree,1,1,101
14306286,Rennerod,official-state-portal-2021-tree,1,1,101
14306291,Salzburg,official-state-portal-2021-tree,1,1,101
14306292,Seck,official-state-portal-2021-tree,1,1,101
14306295,Stein-Neukirch,official-state-portal-2021-tree,1,1,101
14306302,Waigandshain,official-state-portal-2021-tree,1,1,101
14306303,Waldmühlen,official-state-portal-2021-tree,1,1,101
14306309,Westernohe,official-state-portal-2021-tree,1,1,101
14306311,Willingen,official-state-portal-2021-tree,1,1,101
14306315,Zehnhausen bei Rennerod,official-state-portal-2021-tree,1,1,101
14307015,Ellenhausen,official-state-portal-2021-tree,1,1,105
14307018,Freilingen,official-state-portal-2021-tree,1,1,105
14307019,Freirachdorf,official-state-portal-2021-tree,1,1,105
14307022,Goddert,official-state-portal-2021-tree,1,1,105
14307025,Hartenfels,official-state-portal-2021-tree,1,1,105
14307029,Herschbach,official-state-portal-2021-tree,1,1,105
14307041,Krümmel,official-state-portal-2021-tree,1,1,105
14307044,Marienrachdorf,official-state-portal-2021-tree,1,1,105
14307045,Maroth,official-state-portal-2021-tree,1,1,105
14307046,Maxsain,official-state-portal-2021-tree,1,1,105
14307056,Nordhofen,official-state-portal-2021-tree,1,1,105
14307061,Quirnbach,official-state-portal-2021-tree,1,1,105
14307064,Rückeroth,official-state-portal-2021-tree,1,1,105
14307066,Schenkelberg,official-state-portal-2021-tree,1,1,105
14307067,Selters (Westerwald),official-state-portal-2021-tree,1,1,105
14307069,Sessenhausen,official-state-portal-2021-tree,1,1,105
14307075,Steinen,official-state-portal-2021-tree,1,1,105
14307078,Vielbach,official-state-portal-2021-tree,1,1,105
14307085,Wölferlingen,official-state-portal-2021-tree,1,1,105
14307221,Ewighausen,official-state-portal-2021-tree,1,1,105
14307305,Weidenhahn,official-state-portal-2021-tree,1,1,105
14308011,Dreikirchen,official-state-portal-2021-tree,1,1,106
14308037,Hundsangen,official-state-portal-2021-tree,1,1,106
14308058,Obererbach,official-state-portal-2021-tree,1,1,106
14308074,Steinefrenz,official-state-portal-2021-tree,1,1,106
14308080,Weroth,official-state-portal-2021-tree,1,1,106
14308203,Arnshöfen,official-state-portal-2021-tree,1,1,106
14308208,Berod bei Wallmerod,official-state-portal-2021-tree,1,1,106
14308210,Bilkheim,official-state-portal-2021-tree,1,1,106
14308220,Ettinghausen,official-state-portal-2021-tree,1,1,106
14308232,Hahn am See,official-state-portal-2021-tree,1,1,106
14308239,Herschbach  (Oberwesterwald),official-state-portal-2021-tree,1,1,106
14308251,Kuhnhöfen,official-state-portal-2021-tree,1,1,106
14308263,Meudt,official-state-portal-2021-tree,1,1,106
14308266,Molsberg,official-state-portal-2021-tree,1,1,106
14308273,Niederahr,official-state-portal-2021-tree,1,1,106
14308281,Oberahr,official-state-portal-2021-tree,1,1,106
14308290,Salz,official-state-portal-2021-tree,1,1,106
14308304,Wallmerod,official-state-portal-2021-tree,1,1,106
14308316,Zehnhausen bei Wallmerod,official-state-portal-2021-tree,1,1,106
14308501,Elbingen,official-state-portal-2021-tree,1,1,106
14308502,Mähren,official-state-portal-2021-tree,1,1,106
14309200,Ailertchen,official-state-portal-2021-tree,1,1,105
14309207,Bellingen,official-state-portal-2021-tree,1,1,105
14309209,Berzhahn,official-state-portal-2021-tree,1,1,105
14309213,Brandscheid,official-state-portal-2021-tree,1,1,105
14309219,Enspel,official-state-portal-2021-tree,1,1,105
14309224,Gemünden,official-state-portal-2021-tree,1,1,105
14309226,Girkenroth,official-state-portal-2021-tree,1,1,105
14309228,Guckheim,official-state-portal-2021-tree,1,1,105
14309230,Härtlingen,official-state-portal-2021-tree,1,1,105
14309233,Halbs,official-state-portal-2021-tree,1,1,105
14309238,Hergenroth,official-state-portal-2021-tree,1,1,105
14309242,Höhn,official-state-portal-2021-tree,1,1,105
14309247,Kaden,official-state-portal-2021-tree,1,1,105
14309249,Kölbingen,official-state-portal-2021-tree,1,1,105
14309254,Langenhahn,official-state-portal-2021-tree,1,1,105
14309284,Pottum,official-state-portal-2021-tree,1,1,105
14309288,Rotenhain,official-state-portal-2021-tree,1,1,105
14309289,Rothenbach,official-state-portal-2021-tree,1,1,105
14309293,Stahlhofen am Wiesensee,official-state-portal-2021-tree,1,1,105
14309298,Stockum-Püschen,official-state-portal-2021-tree,1,1,105
14309307,Weltersburg,official-state-portal-2021-tree,1,1,105
14309308,Westerburg,official-state-portal-2021-tree,1,1,105
14309312,Willmenrod,official-state-portal-2021-tree,1,1,105
14309314,Winnen,official-state-portal-2021-tree,1,1,105
14310003,Bannberscheid,official-state-portal-2021-tree,1,1,106
14310010,Dernbach (Westerwald),official-state-portal-2021-tree,1,1,106
14310012,Ebernhahn,official-state-portal-2021-tree,1,1,106
14310028,Helferskirchen,official-state-portal-2021-tree,1,1,106
14310042,Leuterod,official-state-portal-2021-tree,1,1,106
14310047,Mogendorf,official-state-portal-2021-tree,1,1,106
14310049,Moschheim,official-state-portal-2021-tree,1,1,106
14310060,Ötzingen,official-state-portal-2021-tree,1,1,106
14310070,Siershahn,official-state-portal-2021-tree,1,1,106
14310073,Staudt,official-state-portal-2021-tree,1,1,106
14310081,Wirges,official-state-portal-2021-tree,1,1,106
14310275,Niedersayn,official-state-portal-2021-tree,1,1,106
21100000,Trier,official-state-portal-2021-tree,19,2,224|225
23100134,Wittlich,official-workbook-2021-summary,0,1,222
23100502,Morbach,official-state-portal-2021-tree,13,1,223
23101008,Bernkastel-Kues,official-state-portal-2021-tree,1,1,223
23101012,Brauneberg,official-state-portal-2021-tree,1,1,223
23101016,Burgen,official-state-portal-2021-tree,1,1,223
23101030,Erden,official-state-portal-2021-tree,1,1,223
23101040,Gornhausen,official-state-portal-2021-tree,1,1,223
23101041,Graach an der Mosel,official-state-portal-2021-tree,1,1,223
23101056,Hochscheid,official-state-portal-2021-tree,1,1,223
23101066,Kesten,official-state-portal-2021-tree,1,1,223
23101070,Kleinich,official-state-portal-2021-tree,1,1,223
23101071,Kommen,official-state-portal-2021-tree,1,1,223
23101075,Lieser,official-state-portal-2021-tree,1,1,223
23101076,Lösnich,official-state-portal-2021-tree,1,1,223
23101077,Longkamp,official-state-portal-2021-tree,1,1,223
23101081,Maring-Noviand,official-state-portal-2021-tree,1,1,223
23101086,Minheim,official-state-portal-2021-tree,1,1,223
23101087,Monzelfeld,official-state-portal-2021-tree,1,1,223
23101090,Mülheim an der Mosel,official-state-portal-2021-tree,1,1,223
23101092,Neumagen-Dhron,official-state-portal-2021-tree,1,1,223
23101105,Piesport,official-state-portal-2021-tree,1,1,223
23101125,Ürzig,official-state-portal-2021-tree,1,1,223
23101126,Veldenz,official-state-portal-2021-tree,1,1,223
23101133,Wintrich,official-state-portal-2021-tree,1,1,223
23101136,Zeltingen-Rachtig,official-state-portal-2021-tree,1,1,223
23106006,Berglicht,official-state-portal-2021-tree,1,1,223
23106017,Burtscheid,official-state-portal-2021-tree,1,1,223
23106018,Deuselbach,official-state-portal-2021-tree,1,1,223
23106019,Dhronecken,official-state-portal-2021-tree,1,1,223
23106032,Etgert,official-state-portal-2021-tree,1,1,223
23106035,Gielert,official-state-portal-2021-tree,1,1,223
23106042,Gräfendhron,official-state-portal-2021-tree,1,1,223
23106054,Hilscheid,official-state-portal-2021-tree,1,1,223
23106058,Horath,official-state-portal-2021-tree,1,1,223
23106064,Immert,official-state-portal-2021-tree,1,1,223
23106078,Lückenburg,official-state-portal-2021-tree,1,1,223
23106079,Malborn,official-state-portal-2021-tree,1,1,223
23106083,Merschbach,official-state-portal-2021-tree,1,1,223
23106093,Neunkirchen,official-state-portal-2021-tree,1,1,223
23106112,Rorodt,official-state-portal-2021-tree,1,1,223
23106115,Schönberg,official-state-portal-2021-tree,1,1,223
23106122,Talling,official-state-portal-2021-tree,1,1,223
23106123,Thalfang,official-state-portal-2021-tree,1,1,223
23106202,Breit,official-state-portal-2021-tree,1,1,223
23106203,Büdlich,official-state-portal-2021-tree,1,1,223
23106204,Heidenburg,official-state-portal-2021-tree,1,1,223
23108001,Altrich,official-state-portal-2021-tree,1,1,222
23108003,Arenrath,official-state-portal-2021-tree,1,1,222
23108007,Bergweiler,official-state-portal-2021-tree,1,1,222
23108009,Bettenfeld,official-state-portal-2021-tree,1,1,222
23108010,Binsfeld,official-state-portal-2021-tree,1,1,222
23108013,Bruch,official-state-portal-2021-tree,1,1,222
23108022,Dierscheid,official-state-portal-2021-tree,2,1,222
23108023,Dodenburg,official-state-portal-2021-tree,1,1,222
23108024,Dreis,official-state-portal-2021-tree,1,1,222
23108025,Eckfeld,official-state-portal-2021-tree,1,1,222
23108026,Eisenschmitt,official-state-portal-2021-tree,1,1,222
23108031,Esch,official-state-portal-2021-tree,1,1,222
23108036,Gipperath,official-state-portal-2021-tree,1,1,222
23108037,Gladbach,official-state-portal-2021-tree,1,1,222
23108044,Greimerath,official-state-portal-2021-tree,1,1,222
23108046,Großlittgen,official-state-portal-2021-tree,1,1,222
23108049,Hasborn,official-state-portal-2021-tree,1,1,222
23108050,Heckenmünster,official-state-portal-2021-tree,1,1,222
23108051,Heidweiler,official-state-portal-2021-tree,1,1,222
23108053,Hetzerath,official-state-portal-2021-tree,1,1,222
23108062,Hupperath,official-state-portal-2021-tree,1,1,222
23108065,Karl,official-state-portal-2021-tree,1,1,222
23108069,Klausen,official-state-portal-2021-tree,1,1,222
23108074,Laufeld,official-state-portal-2021-tree,1,1,222
23108080,Manderscheid,official-state-portal-2021-tree,1,1,222
23108082,Meerfeld,official-state-portal-2021-tree,1,1,222
23108085,Minderlittgen,official-state-portal-2021-tree,1,1,222
23108091,Musweiler,official-state-portal-2021-tree,1,1,222
23108095,Niederöfflingen,official-state-portal-2021-tree,1,1,222
23108096,Niederscheidweiler,official-state-portal-2021-tree,1,1,222
23108100,Oberöfflingen,official-state-portal-2021-tree,1,1,222
23108101,Oberscheidweiler,official-state-portal-2021-tree,1,1,222
23108103,Osann-Monzel,official-state-portal-2021-tree,1,1,222
23108104,Pantenburg,official-state-portal-2021-tree,1,1,222
23108107,Platten,official-state-portal-2021-tree,1,1,222
23108108,Plein,official-state-portal-2021-tree,1,1,222
23108111,Rivenich,official-state-portal-2021-tree,1,1,222
23108113,Salmtal,official-state-portal-2021-tree,1,1,222
23108114,Schladt,official-state-portal-2021-tree,1,1,222
23108116,Schwarzenborn,official-state-portal-2021-tree,1,1,222
23108117,Sehlem,official-state-portal-2021-tree,1,1,222
23108127,Wallscheid,official-state-portal-2021-tree,1,1,222
23108503,Landscheid,official-state-portal-2021-tree,1,1,222
23108504,Niersbach,official-state-portal-2021-tree,1,1,222
23109004,Bausendorf,official-state-portal-2021-tree,1,1,222
23109005,Bengel,official-state-portal-2021-tree,1,1,222
23109014,Burg (Mosel),official-state-portal-2021-tree,1,1,222
23109020,Diefenbach,official-state-portal-2021-tree,1,1,222
23109029,Enkirch,official-state-portal-2021-tree,1,1,222
23109033,Flußbach,official-state-portal-2021-tree,1,1,222
23109057,Hontheim,official-state-portal-2021-tree,1,1,222
23109067,Kinderbeuern,official-state-portal-2021-tree,1,1,222
23109068,Kinheim,official-state-portal-2021-tree,1,1,222
23109072,Kröv,official-state-portal-2021-tree,1,1,222
23109110,Reil,official-state-portal-2021-tree,1,1,222
23109120,Starkenburg,official-state-portal-2021-tree,1,1,222
23109124,Traben-Trarbach,official-state-portal-2021-tree,1,1,222
23109132,Willwerscheid,official-state-portal-2021-tree,1,1,222
23109206,Lötzbeuren,official-state-portal-2021-tree,1,1,222
23109501,Irmenach,official-state-portal-2021-tree,1,1,222
23200018,Bitburg,official-workbook-2021-summary,0,1,221
23201201,Arzfeld,official-state-portal-2021-tree,1,1,221
23201211,Dackscheid,official-state-portal-2021-tree,1,1,221
23201212,Dahnen,official-state-portal-2021-tree,1,1,221
23201213,Daleiden,official-state-portal-2021-tree,1,1,221
23201214,Dasburg,official-state-portal-2021-tree,1,1,221
23201217,Eilscheid,official-state-portal-2021-tree,1,1,221
23201220,Eschfeld,official-state-portal-2021-tree,1,1,221
23201221,Euscheid,official-state-portal-2021-tree,1,1,221
23201229,Großkampenberg,official-state-portal-2021-tree,1,1,221
23201233,Hargarten,official-state-portal-2021-tree,1,1,221
23201234,Harspelt,official-state-portal-2021-tree,1,1,221
23201240,Herzfeld,official-state-portal-2021-tree,1,1,221
23201245,Irrhausen,official-state-portal-2021-tree,1,1,221
23201246,Jucken,official-state-portal-2021-tree,1,1,221
23201247,Kesfeld,official-state-portal-2021-tree,1,1,221
23201248,Kickeshausen,official-state-portal-2021-tree,1,1,221
23201249,Kinzenburg,official-state-portal-2021-tree,1,1,221
23201253,Krautscheid,official-state-portal-2021-tree,1,1,221
23201254,Lambertsberg,official-state-portal-2021-tree,1,1,221
23201255,Lascheid,official-state-portal-2021-tree,1,1,221
23201258,Lauperath,official-state-portal-2021-tree,1,1,221
23201259,Leidenborn,official-state-portal-2021-tree,1,1,221
23201260,Lichtenborn,official-state-portal-2021-tree,1,1,221
23201261,Lierfeld,official-state-portal-2021-tree,1,1,221
23201262,Lünebach,official-state-portal-2021-tree,1,1,221
23201263,Lützkampen,official-state-portal-2021-tree,1,1,221
23201264,Manderscheid,official-state-portal-2021-tree,1,1,221
23201267,Mauel,official-state-portal-2021-tree,1,1,221
23201270,Merlscheid,official-state-portal-2021-tree,1,1,221
23201277,Niederpierscheid,official-state-portal-2021-tree,1,1,221
23201285,Oberpierscheid,official-state-portal-2021-tree,1,1,221
23201287,Olmscheid,official-state-portal-2021-tree,1,1,221
23201291,Pintesfeld,official-state-portal-2021-tree,1,1,221
23201293,Plütscheid,official-state-portal-2021-tree,1,1,221
23201294,Preischeid,official-state-portal-2021-tree,1,1,221
23201297,Reiff,official-state-portal-2021-tree,1,1,221
23201298,Reipeldingen,official-state-portal-2021-tree,1,1,221
23201301,Roscheid,official-state-portal-2021-tree,1,1,221
23201309,Sengerich,official-state-portal-2021-tree,1,1,221
23201310,Sevenig (Our),official-state-portal-2021-tree,1,1,221
23201315,Strickscheid,official-state-portal-2021-tree,1,1,221
23201322,Waxweiler,official-state-portal-2021-tree,1,1,221
23201333,Üttfeld,official-state-portal-2021-tree,1,1,221
23205001,Affler,official-state-portal-2021-tree,1,1,221
23205002,Alsdorf,official-state-portal-2021-tree,1,1,221
23205003,Altscheid,official-state-portal-2021-tree,1,1,221
23205004,Ammeldingen an der Our,official-state-portal-2021-tree,1,1,221
23205005,Ammeldingen bei Neuerburg,official-state-portal-2021-tree,1,1,221
23205008,Bauler,official-state-portal-2021-tree,1,1,221
23205011,Berkoth,official-state-portal-2021-tree,1,1,221
23205012,Berscheid,official-state-portal-2021-tree,1,1,221
23205016,Biesdorf,official-state-portal-2021-tree,1,1,221
23205019,Bollendorf,official-state-portal-2021-tree,1,1,221
23205022,Burg,official-state-portal-2021-tree,1,1,221
23205025,Dauwelshausen,official-state-portal-2021-tree,1,1,221
23205028,Echternacherbrück,official-state-portal-2021-tree,1,1,221
23205031,Emmelbaum,official-state-portal-2021-tree,1,1,221
23205033,Ernzen,official-state-portal-2021-tree,1,1,221
23205037,Ferschweiler,official-state-portal-2021-tree,1,1,221
23205038,Fischbach-Oberraden,official-state-portal-2021-tree,1,1,221
23205040,Geichlingen,official-state-portal-2021-tree,1,1,221
23205041,Gemünd,official-state-portal-2021-tree,1,1,221
23205042,Gentingen,official-state-portal-2021-tree,1,1,221
23205047,Heilbach,official-state-portal-2021-tree,1,1,221
23205049,Herbstmühle,official-state-portal-2021-tree,1,1,221
23205053,Holsthum,official-state-portal-2021-tree,1,1,221
23205054,Hommerdingen,official-state-portal-2021-tree,1,1,221
23205056,Hütten,official-state-portal-2021-tree,1,1,221
23205059,Hüttingen bei Lahr,official-state-portal-2021-tree,1,1,221
23205063,Irrel,official-state-portal-2021-tree,1,1,221
23205064,Karlshausen,official-state-portal-2021-tree,1,1,221
23205065,Kaschenbach,official-state-portal-2021-tree,1,1,221
23205066,Keppeshausen,official-state-portal-2021-tree,1,1,221
23205067,Körperich,official-state-portal-2021-tree,1,1,221
23205068,Koxhausen,official-state-portal-2021-tree,1,1,221
23205069,Kruchten,official-state-portal-2021-tree,1,1,221
23205072,Lahr,official-state-portal-2021-tree,1,1,221
23205073,Leimbach,official-state-portal-2021-tree,1,1,221
23205078,Menningen,official-state-portal-2021-tree,1,1,221
23205080,Mettendorf,official-state-portal-2021-tree,1,1,221
23205082,Minden,official-state-portal-2021-tree,1,1,221
23205084,Muxerath,official-state-portal-2021-tree,1,1,221
23205085,Nasingen,official-state-portal-2021-tree,1,1,221
23205088,Neuerburg,official-state-portal-2021-tree,1,1,221
23205089,Niedergeckler,official-state-portal-2021-tree,1,1,221
23205090,Niederraden,official-state-portal-2021-tree,1,1,221
23205093,Niederweis,official-state-portal-2021-tree,1,1,221
23205094,Niehl,official-state-portal-2021-tree,1,1,221
23205095,Nusbaum,official-state-portal-2021-tree,1,1,221
23205096,Obergeckler,official-state-portal-2021-tree,1,1,221
23205102,Utscheid,official-state-portal-2021-tree,1,1,221
23205103,Peffingen,official-state-portal-2021-tree,1,1,221
23205106,Plascheid,official-state-portal-2021-tree,1,1,221
23205108,Prümzurlay,official-state-portal-2021-tree,1,1,221
23205110,Rodershausen,official-state-portal-2021-tree,1,1,221
23205112,Roth an der Our,official-state-portal-2021-tree,1,1,221
23205114,Schankweiler,official-state-portal-2021-tree,1,1,221
23205116,Scheitenkorb,official-state-portal-2021-tree,1,1,221
23205117,Scheuern,official-state-portal-2021-tree,1,1,221
23205121,Sevenig bei Neuerburg,official-state-portal-2021-tree,1,1,221
23205122,Sinspelt,official-state-portal-2021-tree,1,1,221
23205127,Übereisenbach,official-state-portal-2021-tree,1,1,221
23205128,Uppershausen,official-state-portal-2021-tree,1,1,221
23205130,Waldhof-Falkenstein,official-state-portal-2021-tree,1,1,221
23205131,Wallendorf,official-state-portal-2021-tree,1,1,221
23205132,Weidingen,official-state-portal-2021-tree,1,1,221
23205138,Zweifelscheid,official-state-portal-2021-tree,1,1,221
23205218,Eisenach,official-state-portal-2021-tree,1,1,221
23205225,Gilzem,official-state-portal-2021-tree,1,1,221
23206202,Auw bei Prüm,official-state-portal-2021-tree,1,1,221
23206206,Bleialf,official-state-portal-2021-tree,1,1,221
23206207,Brandscheid,official-state-portal-2021-tree,1,1,221
23206208,Buchet,official-state-portal-2021-tree,1,1,221
23206209,Büdesheim,official-state-portal-2021-tree,1,1,221
23206216,Dingdorf,official-state-portal-2021-tree,1,1,221
23206222,Feuerscheid,official-state-portal-2021-tree,1,1,221
23206223,Fleringen,official-state-portal-2021-tree,1,1,221
23206224,Giesdorf,official-state-portal-2021-tree,1,1,221
23206226,Weinsheim,official-state-portal-2021-tree,1,1,221
23206227,Gondenbrett,official-state-portal-2021-tree,1,1,221
23206230,Großlangenfeld,official-state-portal-2021-tree,1,1,221
23206231,Habscheid,official-state-portal-2021-tree,1,1,221
23206236,Heckhuscheid,official-state-portal-2021-tree,1,1,221
23206238,Heisdorf,official-state-portal-2021-tree,1,1,221
23206250,Kleinlangenfeld,official-state-portal-2021-tree,1,1,221
23206256,Lasel,official-state-portal-2021-tree,1,1,221
23206265,Masthorn,official-state-portal-2021-tree,1,1,221
23206266,Matzerath,official-state-portal-2021-tree,1,1,221
23206271,Mützenich,official-state-portal-2021-tree,1,1,221
23206272,Neuendorf,official-state-portal-2021-tree,1,1,221
23206276,Niederlauch,official-state-portal-2021-tree,1,1,221
23206279,Nimshuscheid,official-state-portal-2021-tree,1,1,221
23206280,Nimsreuland,official-state-portal-2021-tree,1,1,221
23206283,Oberlascheid,official-state-portal-2021-tree,1,1,221
23206284,Oberlauch,official-state-portal-2021-tree,1,1,221
23206288,Olzheim,official-state-portal-2021-tree,1,1,221
23206290,Orlenbach,official-state-portal-2021-tree,1,1,221
23206292,Pittenbach,official-state-portal-2021-tree,1,1,221
23206295,Pronsfeld,official-state-portal-2021-tree,1,1,221
23206296,Prüm,official-state-portal-2021-tree,1,1,221
23206300,Rommersheim,official-state-portal-2021-tree,1,1,221
23206302,Roth bei Prüm,official-state-portal-2021-tree,1,1,221
23206304,Schönecken,official-state-portal-2021-tree,1,1,221
23206305,Schwirzheim,official-state-portal-2021-tree,1,1,221
23206307,Seiwerath,official-state-portal-2021-tree,1,1,221
23206308,Sellerich,official-state-portal-2021-tree,1,1,221
23206318,Wallersheim,official-state-portal-2021-tree,1,1,221
23206320,Watzerath,official-state-portal-2021-tree,1,1,221
23206321,Wawern,official-state-portal-2021-tree,1,1,221
23206327,Winringen,official-state-portal-2021-tree,1,1,221
23206328,Winterscheid,official-state-portal-2021-tree,1,1,221
23206329,Winterspelt,official-state-portal-2021-tree,1,1,221
23206332,Hersdorf,official-state-portal-2021-tree,1,1,221
23207006,Auw an der Kyll,official-state-portal-2021-tree,1,1,221
23207010,Beilingen,official-state-portal-2021-tree,1,1,221
23207050,Herforst,official-state-portal-2021-tree,1,1,221
23207055,Hosten,official-state-portal-2021-tree,1,1,221
23207104,Philippsheim,official-state-portal-2021-tree,1,1,221
23207107,Preist,official-state-portal-2021-tree,1,1,221
23207123,Speicher,official-state-portal-2021-tree,1,1,221
23207289,Orenhofen,official-state-portal-2021-tree,1,1,221
23207311,Spangdahlem,official-state-portal-2021-tree,1,1,221
23208007,Badem,official-state-portal-2021-tree,1,1,221
23208009,Baustert,official-state-portal-2021-tree,1,1,221
23208013,Bettingen,official-state-portal-2021-tree,1,1,221
23208014,Bickendorf,official-state-portal-2021-tree,1,1,221
23208015,Biersdorf,official-state-portal-2021-tree,1,1,221
23208017,Birtlingen,official-state-portal-2021-tree,1,1,221
23208020,Brecht,official-state-portal-2021-tree,1,1,221
23208024,Dahlem,official-state-portal-2021-tree,1,1,221
23208026,Dockendorf,official-state-portal-2021-tree,1,1,221
23208027,Dudeldorf,official-state-portal-2021-tree,1,1,221
23208029,Echtershausen,official-state-portal-2021-tree,1,1,221
23208030,Ehlenz,official-state-portal-2021-tree,1,1,221
23208032,Enzen,official-state-portal-2021-tree,1,1,221
23208034,Eßlingen,official-state-portal-2021-tree,1,1,221
23208035,Etteldorf,official-state-portal-2021-tree,1,1,221
23208036,Feilsdorf,official-state-portal-2021-tree,1,1,221
